name,n_features,val_r2,val_rmse,test_r2
E6-0 전체 (기준),59,0.08813504077837997,0.08480664680241672,0.034449931740888506
E6-1 하위20% 제거,47,0.08757264245260021,0.08483279528191319,0.03627676241716338
E6-2 하위40% 제거,35,0.0863517308051136,0.0848895333457653,0.028801507692383765
E6-3a 그룹별만,11,0.060623326247116194,0.08607648305953754,0.040774471835239745
E6-3b 구종별만,48,0.08050568482161835,0.08516068626629111,0.02944588907021406
