name,n_features,xgb_val_rmse,xgb_val_r2,cb_val_rmse,cb_val_r2,xgb_test_rmse,xgb_test_r2,cb_test_rmse,cb_test_r2
E2-1 baseline,59,0.13617720527054505,0.007406980343320213,0.13621256717236055,0.006891408972348967,0.1374339804042111,-0.004317902344091129,0.1368957219104551,0.003533489970216408
E2-2 zero,59,0.13633860133474687,0.005052760478022722,0.13610567830235176,0.008449423880057982,0.13721778729292816,-0.0011606651916251653,0.13707015117630678,0.0009925244308399694
E2-3 drop50,54,0.1362531318860552,0.0062998165069741985,0.13612680039677041,0.008141644656439073,0.1369122942839708,0.0032922141357716317,0.1370390918025289,0.0014452127932846892
E2-4 drop30,28,0.13621562919747995,0.006846758795133412,0.1361053311635266,0.008454481791931201,0.13719429694801613,-0.0008179166776149938,0.13688314953053649,0.0037165107408781983
E2-5 zero+drop50,59,0.13633860133474687,0.005052760478022722,0.13610567830235176,0.008449423880057982,0.13721778729292816,-0.0011606651916251653,0.13707015117630678,0.0009925244308399694
