name,n_feat,val_auc,val_ap,test_auc,test_ap,val_f1,val_prec,val_rec
정형,59,0.6512328251458687,0.5947301903029291,0.5971348239389477,0.6906717994385765,0.6496815286624203,0.5795454545454546,0.7391304347826086
정형+영상,140,0.6613965744400527,0.637441356571347,0.571830231624046,0.6364394159629085,0.654320987654321,0.5698924731182796,0.7681159420289855
